page_number,detected_family,confidence,evidence_text,detected_section_code,detected_header_labels,expected_data_rows,observed_data_like_rows,page_width,page_height,rotation,expected_family,expected_range_disagreement,is_low_confidence,notes
1,non_data_or_unknown,0.40,LAMPIRAN A | LEMBAGA HASIL DALAM NEGERI MALAYSIA | JADUAL POTONGAN CUKAI BULANAN | TABLE OF MONTHLY TAX DEDUCTIONS | Jadual PCB yang dikeluarkan adalah bagi memudahkan majikan yang tidak menggunakan perisian,,,0,0,792.0,612.0,0,non_data_or_unknown,False,True,zero_data_like_rows
2,intro_data_ka1_ka10,0.97,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,28,28,792.0,612.0,0,intro_data_ka1_ka10,False,False,intro_text_and_ka1_ka10_header_detected; header_labels_ka1_ka10
196,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
197,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
198,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
199,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
200,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
201,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
202,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
203,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
204,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
205,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
206,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
207,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
208,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
209,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
210,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
211,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
212,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
213,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
214,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
215,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
216,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
217,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
218,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
219,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
220,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
221,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
222,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
223,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
224,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
225,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
226,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
227,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
228,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
229,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
230,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
231,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
232,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
233,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
234,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
235,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
236,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
237,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
238,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
239,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
240,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
241,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
242,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
243,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
244,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
245,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
246,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
247,normal_ka1_ka10,0.98,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,47,47,792.0,612.0,0,normal_ka1_ka10,False,False,ka1_ka10_header_with_normal_data_row_count; header_labels_ka1_ka10
